Index, CenterX, CenterY, CenterZ, LengthX, LengthY, LengthZ
34, -3900.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
35, -3900.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
36, -3900.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
37, -3900.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
38, -3900.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
39, -3900.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
40, -3900.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
41, -3700.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
42, -3700.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
43, -3700.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
44, -3700.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
45, -3700.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
46, -3700.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
47, -3700.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
48, -3700.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
49, -3700.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
50, -3700.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
51, -3700.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
52, -3700.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
53, -3700.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
54, -3700.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
55, -3700.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
56, -3700.0, -900.0, 4000.0, 200.0, 200.0, 100.0
57, -3700.0, -700.0, 4000.0, 200.0, 200.0, 100.0
58, -3700.0, -500.0, 4000.0, 200.0, 200.0, 100.0
59, -3700.0, -300.0, 4000.0, 200.0, 200.0, 100.0
60, -3700.0, -100.0, 4000.0, 200.0, 200.0, 100.0
61, -3700.0, 100.0, 4000.0, 200.0, 200.0, 100.0
62, -3700.0, 300.0, 4000.0, 200.0, 200.0, 100.0
63, -3700.0, 500.0, 4000.0, 200.0, 200.0, 100.0
64, -3700.0, 700.0, 4000.0, 200.0, 200.0, 100.0
65, -3700.0, 900.0, 4000.0, 200.0, 200.0, 100.0
66, -3700.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
67, -3700.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
68, -3700.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
69, -3700.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
70, -3700.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
71, -3700.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
72, -3700.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
73, -3700.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
74, -3700.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
75, -3700.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
76, -3700.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
77, -3700.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
78, -3700.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
79, -3700.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
80, -3700.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
81, -3500.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
82, -3500.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
83, -3500.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
84, -3500.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
85, -3500.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
86, -3500.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
87, -3500.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
88, -3500.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
89, -3500.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
90, -3500.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
91, -3500.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
92, -3500.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
93, -3500.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
94, -3500.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
95, -3500.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
96, -3500.0, -900.0, 4000.0, 200.0, 200.0, 100.0
97, -3500.0, -700.0, 4000.0, 200.0, 200.0, 100.0
98, -3500.0, -500.0, 4000.0, 200.0, 200.0, 100.0
99, -3500.0, -300.0, 4000.0, 200.0, 200.0, 100.0
100, -3500.0, -100.0, 4000.0, 200.0, 200.0, 100.0
101, -3500.0, 100.0, 4000.0, 200.0, 200.0, 100.0
102, -3500.0, 300.0, 4000.0, 200.0, 200.0, 100.0
103, -3500.0, 500.0, 4000.0, 200.0, 200.0, 100.0
104, -3500.0, 700.0, 4000.0, 200.0, 200.0, 100.0
105, -3500.0, 900.0, 4000.0, 200.0, 200.0, 100.0
106, -3500.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
107, -3500.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
108, -3500.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
109, -3500.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
110, -3500.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
111, -3500.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
112, -3500.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
113, -3500.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
114, -3500.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
115, -3500.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
116, -3500.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
117, -3500.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
118, -3500.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
119, -3500.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
120, -3500.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
121, -3300.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
122, -3300.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
123, -3300.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
124, -3300.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
125, -3300.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
126, -3300.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
127, -3300.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
128, -3300.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
129, -3300.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
130, -3300.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
131, -3300.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
132, -3300.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
133, -3300.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
134, -3300.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
135, -3300.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
136, -3300.0, -900.0, 4000.0, 200.0, 200.0, 100.0
137, -3300.0, -700.0, 4000.0, 200.0, 200.0, 100.0
138, -3300.0, -500.0, 4000.0, 200.0, 200.0, 100.0
139, -3300.0, -300.0, 4000.0, 200.0, 200.0, 100.0
140, -3300.0, -100.0, 4000.0, 200.0, 200.0, 100.0
141, -3300.0, 100.0, 4000.0, 200.0, 200.0, 100.0
142, -3300.0, 300.0, 4000.0, 200.0, 200.0, 100.0
143, -3300.0, 500.0, 4000.0, 200.0, 200.0, 100.0
144, -3300.0, 700.0, 4000.0, 200.0, 200.0, 100.0
145, -3300.0, 900.0, 4000.0, 200.0, 200.0, 100.0
146, -3300.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
147, -3300.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
148, -3300.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
149, -3300.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
150, -3300.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
151, -3300.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
152, -3300.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
153, -3300.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
154, -3300.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
155, -3300.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
156, -3300.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
157, -3300.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
158, -3300.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
159, -3300.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
160, -3300.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
161, -3100.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
162, -3100.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
163, -3100.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
164, -3100.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
165, -3100.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
166, -3100.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
167, -3100.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
168, -3100.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
169, -3100.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
170, -3100.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
171, -3100.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
172, -3100.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
173, -3100.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
174, -3100.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
175, -3100.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
176, -3100.0, -900.0, 4000.0, 200.0, 200.0, 100.0
177, -3100.0, -700.0, 4000.0, 200.0, 200.0, 100.0
178, -3100.0, -500.0, 4000.0, 200.0, 200.0, 100.0
179, -3100.0, -300.0, 4000.0, 200.0, 200.0, 100.0
180, -3100.0, -100.0, 4000.0, 200.0, 200.0, 100.0
181, -3100.0, 100.0, 4000.0, 200.0, 200.0, 100.0
182, -3100.0, 300.0, 4000.0, 200.0, 200.0, 100.0
183, -3100.0, 500.0, 4000.0, 200.0, 200.0, 100.0
184, -3100.0, 700.0, 4000.0, 200.0, 200.0, 100.0
185, -3100.0, 900.0, 4000.0, 200.0, 200.0, 100.0
186, -3100.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
187, -3100.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
188, -3100.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
189, -3100.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
190, -3100.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
191, -3100.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
192, -3100.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
193, -3100.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
194, -3100.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
195, -3100.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
196, -3100.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
197, -3100.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
198, -3100.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
199, -3100.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
200, -3100.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
201, -2900.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
202, -2900.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
203, -2900.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
204, -2900.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
205, -2900.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
206, -2900.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
207, -2900.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
208, -2900.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
209, -2900.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
210, -2900.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
211, -2900.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
212, -2900.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
213, -2900.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
214, -2900.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
215, -2900.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
216, -2900.0, -900.0, 4000.0, 200.0, 200.0, 100.0
217, -2900.0, -700.0, 4000.0, 200.0, 200.0, 100.0
218, -2900.0, -500.0, 4000.0, 200.0, 200.0, 100.0
219, -2900.0, -300.0, 4000.0, 200.0, 200.0, 100.0
220, -2900.0, -100.0, 4000.0, 200.0, 200.0, 100.0
221, -2900.0, 100.0, 4000.0, 200.0, 200.0, 100.0
222, -2900.0, 300.0, 4000.0, 200.0, 200.0, 100.0
223, -2900.0, 500.0, 4000.0, 200.0, 200.0, 100.0
224, -2900.0, 700.0, 4000.0, 200.0, 200.0, 100.0
225, -2900.0, 900.0, 4000.0, 200.0, 200.0, 100.0
226, -2900.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
227, -2900.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
228, -2900.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
229, -2900.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
230, -2900.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
231, -2900.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
232, -2900.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
233, -2900.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
234, -2900.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
235, -2900.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
236, -2900.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
237, -2900.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
238, -2900.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
239, -2900.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
240, -2900.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
241, -2700.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
242, -2700.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
243, -2700.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
244, -2700.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
245, -2700.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
246, -2700.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
247, -2700.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
248, -2700.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
249, -2700.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
250, -2700.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
251, -2700.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
252, -2700.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
253, -2700.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
254, -2700.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
255, -2700.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
256, -2700.0, -900.0, 4000.0, 200.0, 200.0, 100.0
257, -2700.0, -700.0, 4000.0, 200.0, 200.0, 100.0
258, -2700.0, -500.0, 4000.0, 200.0, 200.0, 100.0
259, -2700.0, -300.0, 4000.0, 200.0, 200.0, 100.0
260, -2700.0, -100.0, 4000.0, 200.0, 200.0, 100.0
261, -2700.0, 100.0, 4000.0, 200.0, 200.0, 100.0
262, -2700.0, 300.0, 4000.0, 200.0, 200.0, 100.0
263, -2700.0, 500.0, 4000.0, 200.0, 200.0, 100.0
264, -2700.0, 700.0, 4000.0, 200.0, 200.0, 100.0
265, -2700.0, 900.0, 4000.0, 200.0, 200.0, 100.0
266, -2700.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
267, -2700.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
268, -2700.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
269, -2700.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
270, -2700.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
271, -2700.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
272, -2700.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
273, -2700.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
274, -2700.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
275, -2700.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
276, -2700.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
277, -2700.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
278, -2700.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
279, -2700.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
280, -2700.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
281, -2500.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
282, -2500.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
283, -2500.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
284, -2500.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
285, -2500.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
286, -2500.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
287, -2500.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
288, -2500.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
289, -2500.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
290, -2500.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
291, -2500.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
292, -2500.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
293, -2500.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
294, -2500.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
295, -2500.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
296, -2500.0, -900.0, 4000.0, 200.0, 200.0, 100.0
297, -2500.0, -700.0, 4000.0, 200.0, 200.0, 100.0
298, -2500.0, -500.0, 4000.0, 200.0, 200.0, 100.0
299, -2500.0, -300.0, 4000.0, 200.0, 200.0, 100.0
300, -2500.0, -100.0, 4000.0, 200.0, 200.0, 100.0
301, -2500.0, 100.0, 4000.0, 200.0, 200.0, 100.0
302, -2500.0, 300.0, 4000.0, 200.0, 200.0, 100.0
303, -2500.0, 500.0, 4000.0, 200.0, 200.0, 100.0
304, -2500.0, 700.0, 4000.0, 200.0, 200.0, 100.0
305, -2500.0, 900.0, 4000.0, 200.0, 200.0, 100.0
306, -2500.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
307, -2500.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
308, -2500.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
309, -2500.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
310, -2500.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
311, -2500.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
312, -2500.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
313, -2500.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
314, -2500.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
315, -2500.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
316, -2500.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
317, -2500.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
318, -2500.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
319, -2500.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
320, -2500.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
321, -2300.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
322, -2300.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
323, -2300.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
324, -2300.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
325, -2300.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
326, -2300.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
327, -2300.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
328, -2300.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
329, -2300.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
330, -2300.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
331, -2300.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
332, -2300.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
333, -2300.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
334, -2300.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
335, -2300.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
336, -2300.0, -900.0, 4000.0, 200.0, 200.0, 100.0
337, -2300.0, -700.0, 4000.0, 200.0, 200.0, 100.0
338, -2300.0, -500.0, 4000.0, 200.0, 200.0, 100.0
339, -2300.0, -300.0, 4000.0, 200.0, 200.0, 100.0
340, -2300.0, -100.0, 4000.0, 200.0, 200.0, 100.0
341, -2300.0, 100.0, 4000.0, 200.0, 200.0, 100.0
342, -2300.0, 300.0, 4000.0, 200.0, 200.0, 100.0
343, -2300.0, 500.0, 4000.0, 200.0, 200.0, 100.0
344, -2300.0, 700.0, 4000.0, 200.0, 200.0, 100.0
345, -2300.0, 900.0, 4000.0, 200.0, 200.0, 100.0
346, -2300.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
347, -2300.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
348, -2300.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
349, -2300.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
350, -2300.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
351, -2300.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
352, -2300.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
353, -2300.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
354, -2300.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
355, -2300.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
356, -2300.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
357, -2300.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
358, -2300.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
359, -2300.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
360, -2300.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
361, -2100.0, -3900.0, 4000.0, 200.0, 200.0, 100.0
362, -2100.0, -3700.0, 4000.0, 200.0, 200.0, 100.0
363, -2100.0, -3500.0, 4000.0, 200.0, 200.0, 100.0
364, -2100.0, -3300.0, 4000.0, 200.0, 200.0, 100.0
365, -2100.0, -3100.0, 4000.0, 200.0, 200.0, 100.0
366, -2100.0, -2900.0, 4000.0, 200.0, 200.0, 100.0
367, -2100.0, -2700.0, 4000.0, 200.0, 200.0, 100.0
368, -2100.0, -2500.0, 4000.0, 200.0, 200.0, 100.0
369, -2100.0, -2300.0, 4000.0, 200.0, 200.0, 100.0
370, -2100.0, -2100.0, 4000.0, 200.0, 200.0, 100.0
371, -2100.0, -1900.0, 4000.0, 200.0, 200.0, 100.0
372, -2100.0, -1700.0, 4000.0, 200.0, 200.0, 100.0
373, -2100.0, -1500.0, 4000.0, 200.0, 200.0, 100.0
374, -2100.0, -1300.0, 4000.0, 200.0, 200.0, 100.0
375, -2100.0, -1100.0, 4000.0, 200.0, 200.0, 100.0
376, -2100.0, -900.0, 4000.0, 200.0, 200.0, 100.0
377, -2100.0, -700.0, 4000.0, 200.0, 200.0, 100.0
378, -2100.0, -500.0, 4000.0, 200.0, 200.0, 100.0
379, -2100.0, -300.0, 4000.0, 200.0, 200.0, 100.0
380, -2100.0, -100.0, 4000.0, 200.0, 200.0, 100.0
381, -2100.0, 100.0, 4000.0, 200.0, 200.0, 100.0
382, -2100.0, 300.0, 4000.0, 200.0, 200.0, 100.0
383, -2100.0, 500.0, 4000.0, 200.0, 200.0, 100.0
384, -2100.0, 700.0, 4000.0, 200.0, 200.0, 100.0
385, -2100.0, 900.0, 4000.0, 200.0, 200.0, 100.0
386, -2100.0, 1100.0, 4000.0, 200.0, 200.0, 100.0
387, -2100.0, 1300.0, 4000.0, 200.0, 200.0, 100.0
388, -2100.0, 1500.0, 4000.0, 200.0, 200.0, 100.0
389, -2100.0, 1700.0, 4000.0, 200.0, 200.0, 100.0
390, -2100.0, 1900.0, 4000.0, 200.0, 200.0, 100.0
391, -2100.0, 2100.0, 4000.0, 200.0, 200.0, 100.0
392, -2100.0, 2300.0, 4000.0, 200.0, 200.0, 100.0
393, -2100.0, 2500.0, 4000.0, 200.0, 200.0, 100.0
394, -2100.0, 2700.0, 4000.0, 200.0, 200.0, 100.0
395, -2100.0, 2900.0, 4000.0, 200.0, 200.0, 100.0
396, -2100.0, 3100.0, 4000.0, 200.0, 200.0, 100.0
397, -2100.0, 3300.0, 4000.0, 200.0, 200.0, 100.0
398, -2100.0, 3500.0, 4000.0, 200.0, 200.0, 100.0
399, -2100.0, 3700.0, 4000.0, 200.0, 200.0, 100.0
400, -2100.0, 3900.0, 4000.0, 200.0, 200.0, 100.0
